,sell_price,rent_price,net_area,gross_area,effi_ratio,layout,orit,view,desc,upd_dt,addr,blk_num,school,ttl_flt,occu_permit_dt,facilities,prop_val,ln_amt,int_rt,rpy_prd,inc_reqr
0,Price(HK$)22.8M,,"1,176","1,530",77%,4room(s),,"Bright&OpenView,OverlookingShingMunRiver",,07/05/2019, 8 CHE KUNG MIU ROAD,"4Towers,Tower1,Tower2,Tower3&Tower5", Nearby Kindergarten SHATIN; Primary 88; Secondary SHATIN,981units,"28September,2012",,"$22,800,000","50%or$11,400,000",P*-3.0or2.375%,30Years(360Phase),"$106,395/Month"
0,Price(HK$)20.2M,,673,900,75%,2room(s),Southwest,,,26/04/2019, 83 BROADCAST DRIVE,, Nearby Kindergarten KOWLOON CITY; Primary 41; Secondary KOWLOON CITY,94Units,"27September,2002",,"$20,200,000","50%or$10,100,000",P*-3.0or2.375%,30Years(360Phase),"$94,262/Month"
0,Price(HK$)17M,,958,"1,273",75%,,Southeast,,,16/05/2019, 1 MEI TIN ROAD,"4Towers(Tower1,2,3,5;Tower4isomitted)", Nearby Kindergarten SHATIN; Primary 88; Secondary SHATIN,"1,368Units","15November,2010","OutdoorRecreationalFacilities*,Phase1","$17,000,000","50%or$8,500,000",P*-3.0or2.375%,30Years(360Phase),"$79,329/Month"
0,Price(HK$)4.8M,,419,535,78%,2room(s),Southeast,GardenView,,18/05/2019, 11 TSUN WEN ROAD,2Blocks, Nearby Kindergarten TUEN MUN; Primary 70; Secondary TUEN MUN,"2,687Units","17January,1994",,"$4,800,000","60%or$2,880,000",P*-3.0or2.375%,30Years(360Phase),"$26,879/Month"
0,Price(HK$)11.6M,,,,,1room(s),,"SeaView,GardenView",,15/05/2019, 18A SOUTH HORIZON DRIVE,34, Nearby Kindergarten SOUTH; Primary 18; Secondary SOUTH,"9,812Units","28March,1995(Block25-28,32,33,33A),19December,1994(Block29-31),02February,1994(Block19,20,22,23,23A),20December,1993(Block17,18,21),27July,1993(Block13A,15,16),30October,1992(Block7-13),31March,1992(Block6),22November,1991(Block1-5)","ClubHouse,IndoorHeatedSwimmingPool,Jacuzzi,Gymnasium,SquashCourt,BasketballCourt,BadmintonCourt,DancingRoom,GameRoom,OutdoorSwimmingPool,TennisCourt,ChildrenPlayground","$11,600,000","50%or$5,800,000",P*-3.0or2.375%,30Years(360Phase),"$54,131/Month"
0,Price(HK$)20.3M,,"1,028","1,388",74%,2room(s),,,,12/05/2019, 88 O KING ROAD,, Nearby Kindergarten SAIKUNG; Primary 95; Secondary SAIKUNG,"5,728Units","02July,2003(Tower16,17),29May,2003(Tower11-13,15),05December,2001(Tower7-10),22January,2001(Tower1-3),20December,2000(Tower5,6)",,"$20,300,000","50%or$10,150,000",P*-3.0or2.375%,30Years(360Phase),"$94,728/Month"
0,Price(HK$)18M,,544,,,3room(s),,,,19/05/2019, 11 DAVIS STREET,1Block, Nearby Kindergarten CENTRAL & WESTERN; Primary 11; Secondary CENTRAL & WESTERN,134units,"23February,2016",,"$18,000,000","50%or$9,000,000",P*-3.0or2.375%,30Years(360Phase),"$83,996/Month"
0,Price(HK$)7M,"Rent(HK$)16,000",513,652,79%,3room(s),Southwest,FountainView,,19/05/2019, 33 SAN WAN ROAD,11, Nearby Kindergarten NORTH; Primary 81; Secondary NORTH,"2,200Units","23December,1991(BlockH,J-L),27December,1990(BlockA-G)","Lounge,SwimmingPool,TennisCourt,ChildrenPlayground,PodiumGarden","$7,000,000","60%or$4,200,000",P*-3.0or2.375%,30Years(360Phase),"$39,198/Month"
0,Price(HK$)22M,,"1,522","1,973",77%,,,,CoveredCarpark,17/05/2019, 1 MA SHING PATH,"3Towers(Tower1,2,3)", Nearby Kindergarten TAI PO; Primary 84; Secondary TAI PO,79Units,"28January,2010",,"$22,000,000","50%or$11,000,000",P*-3.0or2.375%,30Years(360Phase),"$102,661/Month"
0,Price(HK$)5.2M,,427,619,69%,,East,,,29/04/2019, 3 MA SIK ROAD,, Nearby Kindergarten NORTH; Primary 81; Secondary NORTH,"1,680Units","14December,1998",,"$5,200,000","60%or$3,120,000",P*-3.0or2.375%,30Years(360Phase),"$29,119/Month"
0,Price(HK$)7.2M,,434,634,68%,,,,,18/05/2019, 118 YEUNG UK ROAD,1, Nearby Kindergarten TSUEN WAN; Primary 62; Secondary TSUEN WAN,440Units,"28August,2006","25mswimmingpool,gymnasium,76carparkspaces,shops","$7,200,000","60%or$4,320,000",P*-3.0or2.375%,30Years(360Phase),"$40,318/Month"
0,Price(HK$)62M,,,,,1room(s),Northeast,,,16/05/2019, 8 AP LEI CHAU PRAYA ROAD,9Blocks, Nearby Kindergarten SOUTH; Primary 18; Secondary SOUTH,715Units,"07December,2010",,"$62,000,000","50%or$31,000,000",P*-3.0or2.375%,30Years(360Phase),"$289,318/Month"
0,Price(HK$)17.3M,,957,"1,049",91%,3room(s),Southwest,"Bright&OpenView,SeaView",,01/05/2019, 1-20 CHI FU ROAD,20, Nearby Kindergarten SOUTH; Primary 18; Secondary SOUTH,"4,329Units","26June,1981(BlockH-15),11June,1981(BlockH-16ToH-20),23March,1981(BlockH-14),30September,1980(BlockH-13),18April,1980(BlockH-10,H-11),03April,1980(BlockH-12),06June,1979(BlockH-9),25January,1979(BlockH-8),29December,1978(BlockH-7),28December,1978(BlockH-2),06December,1978(BlockH-3,H-4,H-5),22September,1978(BlockH-1,H-6),31August,1978(YarCheeVillas)","ShoppingMall,BowlingAlley,Bank,Restaurant,Supermarket,HeatedSwimmingPool,Garden","$17,300,000","50%or$8,650,000",P*-3.0or2.375%,30Years(360Phase),"$80,729/Month"
0,Price(HK$)8.98M,,538,753,71%,,,,,17/05/2019, 138 YEUNG UK ROAD,1, Nearby Kindergarten TSUEN WAN; Primary 62; Secondary TSUEN WAN,960Units,"01August,2005",,"$8,980,000","55%or$5,000,000",P*-3.0or2.375%,30Years(360Phase),"$46,664/Month"
0,Price(HK$)28M,,"1,424",,,2room(s),,"SeaView,FountainView","1CoveredCarpark,Balcony",10/05/2019, 23 FO CHUN ROAD,"9Towers,9Lowise,7House", Nearby Kindergarten TAI PO; Primary 84; Secondary TAI PO,546Units,"10June,2015","FunctionRoom,ClubHouse,SwimmingPool","$28,000,000","50%or$14,000,000",P*-3.0or2.375%,30Years(360Phase),"$130,660/Month"
0,Price(HK$)4.2M,,370,493,75%,3room(s),,,,06/05/2019,,1,,134,29/09/1978,,"$4,200,000","60%or$2,520,000",P*-3.0or2.375%,30Years(360Phase),"$23,519/Month"
0,Price(HK$) 4.8M(Premium Not Paid),,650,854,76%,,,,,12/05/2019, 3 TIN WING ROAD,15Blocks, Nearby Kindergarten YUEN LONG; Primary 72; Secondary YUEN LONG,"6,080Units","22December,1999(BlockA-E),23April,2001(BlockF-H,J),16December,1999(BlockM-P)",,"$4,800,000","60%or$2,880,000",P*-3.0or2.375%,30Years(360Phase),"$26,879/Month"
0,Price(HK$)14M,,854,,,,South,,,14/05/2019, 48 WING SHUN STREET,7Blocks, Nearby Kindergarten TSUEN WAN; Primary 62; Secondary TSUEN WAN,"1,717Units","19September,2014",,"$14,000,000","50%or$7,000,000",P*-3.0or2.375%,30Years(360Phase),"$65,330/Month"
0,Price(HK$)6.48M,,431,,,,,,,15/05/2019, 38 YUEN LONG ON NING ROAD,4Blocks, Nearby Kindergarten YUEN LONG; Primary 74; Secondary YUEN LONG,"1,129Units","31October,2016",,"$6,480,000","60%or$3,888,000",P*-3.0or2.375%,30Years(360Phase),"$36,286/Month"
0,Price(HK$)53M,,"1,843","2,500",74%,3room(s),,,"Garden,CoveredCarpark",18/05/2019,,6,,6,21/02/1991,,"$53,000,000","50%or$26,500,000",P*-3.0or2.375%,30Years(360Phase),"$247,321/Month"
0,Price(HK$)28M,,"1,578",,,,,,CoveredCarpark,17/05/2019, 28 PING KWAI ROAD,41houses, Nearby Kindergarten YUEN LONG; Primary 72; Secondary YUEN LONG,41Units,"24December,2015",,"$28,000,000","50%or$14,000,000",P*-3.0or2.375%,30Years(360Phase),"$130,660/Month"
0,Price(HK$)11.6M,,686,911,75%,3room(s),,,,11/05/2019, 1 MEI TIN ROAD,"4Towers(Tower1,2,3,5;Tower4isomitted)", Nearby Kindergarten SHATIN; Primary 88; Secondary SHATIN,"1,368Units","15November,2010","OutdoorRecreationalFacilities*,Phase1","$11,600,000","50%or$5,800,000",P*-3.0or2.375%,30Years(360Phase),"$54,131/Month"
0,Price(HK$)9M,,844,,,3room(s),,"MountainView,MountainView,GardenView,GardenView",,16/05/2019, 9 FUNG YUEN ROAD,"6MULTI-UNITBUILDINGS(TOWERS3,5,6,7,8AND9)",,"1,071Units","10March,2014",,"$9,000,000","55%or$5,000,000",P*-3.0or2.375%,30Years(360Phase),"$46,664/Month"
0,Price(HK$)6.9M,,636,824,77%,3room(s),Northeast,GardenView,,17/05/2019, 1 TIN WU ROAD,14Blocks, Nearby Kindergarten YUEN LONG; Primary 72; Secondary YUEN LONG,"3,472Units",,,"$6,900,000","60%or$4,140,000",P*-3.0or2.375%,30Years(360Phase),"$38,638/Month"
0,Price(HK$)24M,,582,,,2room(s),,,,14/05/2019, 100 CAINE ROAD,1Block, Nearby Kindergarten CENTRAL & WESTERN; Primary 11; Secondary CENTRAL & WESTERN,197Units,"16December,2016",,"$24,000,000","50%or$12,000,000",P*-3.0or2.375%,30Years(360Phase),"$111,994/Month"
0,Price(HK$)15.8M,,728,972,75%,,,,,17/05/2019, 18 YEUNG UK ROAD,2, Nearby Kindergarten TSUEN WAN; Primary 62; Secondary TSUEN WAN,256Units,"22January,2009","OutdoorSwimmingPool,Jacuzzi,IndoorSwimmingPool,ChangingRooms,Spa,Gymnasium,GuestRoom,SnookerRoom,BanquetRoom,ReadingRoom,IndoorChildrenPlayArea,OutdoorChildrenPlayground,LandscapeGarden","$15,800,000","50%or$7,900,000",P*-3.0or2.375%,30Years(360Phase),"$73,730/Month"
0,Price(HK$)5.88M,,337,,,,,,,14/05/2019, 8 KWONG YIP STREET,4Towers(Tower1toTower5;Tower4isomitted), Nearby Kindergarten YUEN LONG; Primary 74; Secondary YUEN LONG,912Units,"9August,2017",,"$5,880,000","60%or$3,528,000",P*-3.0or2.375%,30Years(360Phase),"$32,926/Month"
0,Price(HK$)5.09M,,356,499,71%,2room(s),,,,02/05/2019,,2,,289,03/07/1984,,"$5,100,000","60%or$3,060,000",P*-3.0or2.375%,30Years(360Phase),"$28,559/Month"
0,Price(HK$)45M,,"1,776",,,,,"Bright&OpenView,PanoramicSeaView",1CoveredCarpark,08/05/2019, 23 FO CHUN ROAD,"9Towers,9Lowise,7House", Nearby Kindergarten TAI PO; Primary 84; Secondary TAI PO,546Units,"10June,2015","FunctionRoom,ClubHouse,SwimmingPool","$45,000,000","50%or$22,500,000",P*-3.0or2.375%,30Years(360Phase),"$209,989/Month"
0,Price(HK$)32.5M,,"1,902","3,149",60%,,,,CoveredCarpark,15/05/2019, 23 SAM MUN TSAI ROAD,Phase1, Nearby Kindergarten TAI PO; Primary 84; Secondary TAI PO,535units,"30July,2002",,"$32,500,000","50%or$16,250,000",P*-3.0or2.375%,30Years(360Phase),"$151,659/Month"
0,Price(HK$)3.8M,,243,,,,,,,18/05/2019, 65-89 TAN KWAI TSUEN ROAD,"36Blocks(CasaRegalia),1Block(DOMUS)", Nearby Kindergarten YUEN LONG; Primary 72; Secondary YUEN LONG,170Units,"10November,2015(DOMUS)",,"$3,800,000","60%or$2,280,000",P*-3.0or2.375%,30Years(360Phase),"$21,279/Month"
0,Price(HK$)5.88M,,392,,,,,,,10/05/2019, 8 KWONG YIP STREET,4Towers(Tower1toTower5;Tower4isomitted), Nearby Kindergarten YUEN LONG; Primary 74; Secondary YUEN LONG,912Units,"9August,2017",,"$5,880,000","60%or$3,528,000",P*-3.0or2.375%,30Years(360Phase),"$32,926/Month"
0,Price(HK$)4.28M,,288,395,73%,2room(s),Northeast,,,03/04/2019, 18 FUNG KAM STREET,1Block, Nearby Kindergarten YUEN LONG; Primary 74; Secondary YUEN LONG,160Units,"24August,1984",,"$4,280,000","60%or$2,568,000",P*-3.0or2.375%,30Years(360Phase),"$23,967/Month"
0,Price(HK$)6.5M,,363,,,,,,,15/05/2019, 8 KWONG YIP STREET,4Towers(Tower1toTower5;Tower4isomitted), Nearby Kindergarten YUEN LONG; Primary 74; Secondary YUEN LONG,912Units,"9August,2017",,"$6,500,000","60%or$3,900,000",P*-3.0or2.375%,30Years(360Phase),"$36,398/Month"
0,Price(HK$)6.35M,,687,850,81%,2room(s),,,,06/05/2019, 76-98 YUEN LONG ON NING ROAD,1Block, Nearby Kindergarten YUEN LONG; Primary 73; Secondary YUEN LONG,86Units,"31May,1974",,"$6,350,000","60%or$3,810,000",P*-3.0or2.375%,30Years(360Phase),"$35,558/Month"
0,Price(HK$)6.6M,,594,801,74%,3room(s),,,,04/05/2019, 8 FUK HANG TSUEN ROAD,12, Nearby Kindergarten TUEN MUN; Primary 70; Secondary TUEN MUN,"1,576Units","14March,2005","Clubhouse,BanquetRoom,BowlingAlley,MovieRoom","$6,600,000","60%or$3,960,000",P*-3.0or2.375%,30Years(360Phase),"$36,958/Month"
0,Price(HK$)45M,,"1,049","1,460",72%,3room(s),South,"PanoramicSeaView,OverlookingMagnificentFireworks",,12/05/2019, 1 AUSTIN ROAD WEST,3Blocks, Nearby Kindergarten YAU TSIM MONG; Primary 31; Secondary YAU TSIM MONG,"1,122Units","25July,2003",,"$45,001,000","50%or$22,500,500",P*-3.0or2.375%,30Years(360Phase),"$209,994/Month"
0,Price(HK$)6.7M,,493,,,,,,,10/04/2019, 8 KWONG YIP STREET,4Towers(Tower1toTower5;Tower4isomitted), Nearby Kindergarten YUEN LONG; Primary 74; Secondary YUEN LONG,912Units,"9August,2017",,"$6,700,000","60%or$4,020,000",P*-3.0or2.375%,30Years(360Phase),"$37,518/Month"
0,Price(HK$)5.5M,,480,615,78%,2room(s),,,,18/05/2019, 25 TOWN PARK ROAD SOUTH,, Nearby Kindergarten YUEN LONG; Primary 73; Secondary YUEN LONG,473Units,"31December,1997",,"$5,500,000","60%or$3,300,000",P*-3.0or2.375%,30Years(360Phase),"$30,798/Month"
0,Price(HK$)5.4M,,310,405,77%,1room(s),,"Bright&OpenView,GardenView",,19/05/2019, 2-16 WANG POK STREET,8, Nearby Kindergarten SHATIN; Primary 91; Secondary SHATIN,"1,480Units","30December,1981",,"$5,400,000","60%or$3,240,000",P*-3.0or2.375%,30Years(360Phase),"$30,238/Month"
0,Price(HK$)7M,,504,,,,,,,09/05/2019, 8 KWONG YIP STREET,4Towers(Tower1toTower5;Tower4isomitted), Nearby Kindergarten YUEN LONG; Primary 74; Secondary YUEN LONG,912Units,"9August,2017",,"$7,000,000","60%or$4,200,000",P*-3.0or2.375%,30Years(360Phase),"$39,198/Month"
0,Price(HK$)7M,,443,573,77%,2room(s),,,,08/05/2019, 1-15 WANG POK STREET,8, Nearby Kindergarten SHATIN; Primary 91; Secondary SHATIN,"1,400Units","28April,1983",,"$7,000,000","60%or$4,200,000",P*-3.0or2.375%,30Years(360Phase),"$39,198/Month"
0,Price(HK$)5.88M,,363,,,1room(s),East,,,04/05/2019, 8 KWONG YIP STREET,4Towers(Tower1toTower5;Tower4isomitted), Nearby Kindergarten YUEN LONG; Primary 74; Secondary YUEN LONG,912Units,"9August,2017",,"$5,880,000","60%or$3,528,000",P*-3.0or2.375%,30Years(360Phase),"$32,926/Month"
0,Price(HK$)25.5M,,879,"1,186",74%,3room(s),,SeaView,,19/05/2019, 8 FIRST STREET,2Towers(Tower1&2), Nearby Kindergarten CENTRAL & WESTERN; Primary 11; Secondary CENTRAL & WESTERN,488Units,"30October,2009",,"$25,500,000","50%or$12,750,000",P*-3.0or2.375%,30Years(360Phase),"$118,994/Month"
0,Price(HK$)60M,,"1,581","1,581",100%,4room(s),Southeast,OverlookingSportsField,1CoveredCarpark,15/05/2019, 23 FAT KWONG STREET,"3Towers,7Houses", Nearby Kindergarten KOWLOON CITY; Primary 34; Secondary KOWLOON CITY,256Units,"19November,2015",,"$60,000,000","50%or$30,000,000",P*-3.0or2.375%,30Years(360Phase),"$279,986/Month"
0,Price(HK$)13.5M,,741,981,76%,3room(s),Northwest,"Bright&OpenView,MountainView,GardenView",,14/05/2019, 1 MEI TIN ROAD,"4Towers(Tower1,2,3,5;Tower4isomitted)", Nearby Kindergarten SHATIN; Primary 88; Secondary SHATIN,"1,368Units","15November,2010","OutdoorRecreationalFacilities*,Phase1","$13,500,000","50%or$6,750,000",P*-3.0or2.375%,30Years(360Phase),"$62,997/Month"
0,Price(HK$)16.5M,,902,,,4room(s),,,,19/05/2019, 48 WING SHUN STREET,7Blocks, Nearby Kindergarten TSUEN WAN; Primary 62; Secondary TSUEN WAN,"1,717Units","19September,2014",,"$16,500,000","50%or$8,250,000",P*-3.0or2.375%,30Years(360Phase),"$76,996/Month"
0,Price(HK$)5.95M,,537,698,77%,2room(s),,,,26/04/2019, 88 MA TIN ROAD,2Blocks, Nearby Kindergarten YUEN LONG; Primary 73; Secondary YUEN LONG,176Units,"29September,1998",,"$5,950,000","60%or$3,570,000",P*-3.0or2.375%,30Years(360Phase),"$33,318/Month"
0,Price(HK$)6.3M,,305,456,67%,,,,,18/05/2019, 118 YEUNG UK ROAD,1, Nearby Kindergarten TSUEN WAN; Primary 62; Secondary TSUEN WAN,440Units,"28August,2006","25mswimmingpool,gymnasium,76carparkspaces,shops","$6,300,000","60%or$3,780,000",P*-3.0or2.375%,30Years(360Phase),"$35,278/Month"
0,Price(HK$)7.9M,,538,753,71%,3room(s),Southwest,SeaView,,15/05/2019, 138 YEUNG UK ROAD,1, Nearby Kindergarten TSUEN WAN; Primary 62; Secondary TSUEN WAN,960Units,"01August,2005",,"$7,900,000","60%or$4,740,000",P*-3.0or2.375%,30Years(360Phase),"$44,238/Month"
0,Price(HK$)5.88M,,305,456,67%,,,,Balcony,18/05/2019, 118 YEUNG UK ROAD,1, Nearby Kindergarten TSUEN WAN; Primary 62; Secondary TSUEN WAN,440Units,"28August,2006","25mswimmingpool,gymnasium,76carparkspaces,shops","$5,880,000","60%or$3,528,000",P*-3.0or2.375%,30Years(360Phase),"$32,926/Month"
0,Price(HK$)8.88M,,538,753,71%,3room(s),,,,20/05/2019, 138 YEUNG UK ROAD,1, Nearby Kindergarten TSUEN WAN; Primary 62; Secondary TSUEN WAN,960Units,"01August,2005",,"$8,880,000","56%or$5,000,000",P*-3.0or2.375%,30Years(360Phase),"$46,664/Month"
0,Price(HK$)7.3M,,434,634,68%,,,SeaView,,19/05/2019, 118 YEUNG UK ROAD,1, Nearby Kindergarten TSUEN WAN; Primary 62; Secondary TSUEN WAN,440Units,"28August,2006","25mswimmingpool,gymnasium,76carparkspaces,shops","$7,300,000","60%or$4,380,000",P*-3.0or2.375%,30Years(360Phase),"$40,878/Month"
0,Price(HK$)6.9M,,435,608,72%,2room(s),Southwest,,,15/05/2019, 138 YEUNG UK ROAD,1, Nearby Kindergarten TSUEN WAN; Primary 62; Secondary TSUEN WAN,960Units,"01August,2005",,"$6,900,000","60%or$4,140,000",P*-3.0or2.375%,30Years(360Phase),"$38,638/Month"
0,Price(HK$)6.2M,,305,456,67%,1room(s),,"PanoramicSeaView,SeaView",,16/05/2019, 118 YEUNG UK ROAD,1, Nearby Kindergarten TSUEN WAN; Primary 62; Secondary TSUEN WAN,440Units,"28August,2006","25mswimmingpool,gymnasium,76carparkspaces,shops","$6,200,000","60%or$3,720,000",P*-3.0or2.375%,30Years(360Phase),"$34,718/Month"
0,Price(HK$)33.2M,,"1,355","1,767",77%,3room(s),South,,1CoveredCarpark,11/05/2019, 81 BROADCAST DRIVE,"3Towers(Tower1,2,3)", Nearby Kindergarten KOWLOON CITY; Primary 41; Secondary KOWLOON CITY,103Units,"28April,2011","OutdoorSwimmingPool,Gymnasium,SportRoom,SpaRoom,Sauna,Lounge,ReadingRoom,Multi-functionRoom","$33,200,000","50%or$16,600,000",P*-3.0or2.375%,30Years(360Phase),"$154,925/Month"
0,Price(HK$) 5.08M(Premium Not Paid),,650,828,79%,,,,,17/05/2019, 3 TIN CHING STREET,17Blocks, Nearby Kindergarten YUEN LONG; Primary 72; Secondary YUEN LONG,"6,580Units","28December,1999(BlockA,B),24February,2000(BlockC,D,G),21February,2000(BlockE,F),16February,2000(BlockH,J-L),24January,2000(BlockM-R)",,"$5,080,000","60%or$3,048,000",P*-3.0or2.375%,30Years(360Phase),"$28,447/Month"
0,Price(HK$)38M,,"1,060","1,389",76%,3room(s),Northwest,SeaView,1CoveredCarpark,18/05/2019, 1 AUSTIN ROAD WEST,, Nearby Kindergarten YAU TSIM MONG; Primary 31; Secondary YAU TSIM MONG,"2,126Units","16October,2003(Block1,2),30October,2002(Block3,5,6)",,"$38,001,000","50%or$19,000,500",P*-3.0or2.375%,30Years(360Phase),"$177,329/Month"
0,Price(HK$)41M,,"1,182","1,639",72%,3room(s),Southwest,ViewsoverlookingVictoriaHarbour,,19/05/2019, 18 HANOI ROAD,, Nearby Kindergarten YAU TSIM MONG; Primary 31; Secondary YAU TSIM MONG,345Units,"22January,2009",,"$41,000,000","50%or$20,500,000",P*-3.0or2.375%,30Years(360Phase),"$191,324/Month"
0,Price(HK$)5.7M,,449,586,77%,,,,,12/03/2019, 83 SHAP PAT HEUNG ROAD,"4Towers(Tower1,2,3,5)", Nearby Kindergarten YUEN LONG; Primary 73; Secondary YUEN LONG,542Units,"13May,2009","Lounge,ChildrenPlayRoom.Gymnasium,Aerobic&YogaRoom,Spa,GamesRoom,ActivityRoom,KaraokeRoom,SnookerRoom,OutdoorSwimmingPool,Jacuzzi,Sauna","$5,700,000","60%or$3,420,000",P*-3.0or2.375%,30Years(360Phase),"$31,918/Month"
0,Price(HK$)30M,,"1,687","2,143",79%,,,,,11/05/2019, 1 YING HO ROAD,"25towers,48houses", Nearby Kindergarten YUEN LONG; Primary 74; Secondary YUEN LONG,780Units,"06September,2013",,"$30,000,000","50%or$15,000,000",P*-3.0or2.375%,30Years(360Phase),"$139,993/Month"
0,Price(HK$)23M,,"1,347","1,600",84%,4room(s),Southeast,,,01/05/2019,,1,,22,10/05/1966,,"$23,000,000","50%or$11,500,000",P*-3.0or2.375%,30Years(360Phase),"$107,328/Month"
0,Price(HK$)7M,,420,586,72%,,,,,16/05/2019, 138 YEUNG UK ROAD,1, Nearby Kindergarten TSUEN WAN; Primary 62; Secondary TSUEN WAN,960Units,"01August,2005",,"$7,000,000","60%or$4,200,000",P*-3.0or2.375%,30Years(360Phase),"$39,198/Month"
0,Price(HK$)5.7M,,443,603,73%,2room(s),,,,01/04/2019, 11 SHAP PAT HEUNG ROAD,Therearetotally12towers(Tower4isomitted), Nearby Kindergarten YUEN LONG; Primary 74; Secondary YUEN LONG,"2,580Units","04October,2013",Clubhouse,"$5,700,000","60%or$3,420,000",P*-3.0or2.375%,30Years(360Phase),"$31,918/Month"
0,Price(HK$)12M,,417,417,100%,1room(s),East,"Bright&OpenView,GardenView",,17/05/2019, 1 SHEUNG FOO STREET,6Towers, Nearby Kindergarten KOWLOON CITY; Primary 34; Secondary KOWLOON CITY,561units,"30June,2017",,"$12,000,000","50%or$6,000,000",P*-3.0or2.375%,30Years(360Phase),"$55,997/Month"
0,Price(HK$)8.88M,,624,802,78%,1room(s),South,"Bright&OpenView,GardenView",Terrace,17/05/2019, 8 FO CHUN ROAD,"13Towers,11Houses", Nearby Kindergarten TAI PO; Primary 84; Secondary TAI PO,548units,"31December,2012",,"$8,880,000","56%or$5,000,000",P*-3.0or2.375%,30Years(360Phase),"$46,664/Month"
0,Price(HK$)9.4M,,665,807,82%,4room(s),Southwest,,,12/05/2019," PHASE A：1-7 YI HONG STREET, PHASE B,C：2-12 YI HONG STREET, PHASE D：2-12 YI LOK STREET, PHASE E：1-9 YI LOK STREET",20, Nearby Kindergarten TSUEN WAN; Primary 62; Secondary TSUEN WAN,"5,636Units","14March,1991(Block15-19),27February,1991(Block20-22),25February,1991(Block1-4),19October,1990(Block5-12)","OutdoorSwimmingPool,BadmintonCourt,SquashCourt,SaunaRoom,School,etc.","$9,400,000","53%or$5,000,000",P*-3.0or2.375%,30Years(360Phase),"$46,664/Month"
0,Price(HK$)7.5M,,419,635,66%,2room(s),Southwest,,,17/05/2019, 298 SHA TSUI ROAD,1, Nearby Kindergarten TSUEN WAN; Primary 62; Secondary TSUEN WAN,88Units,"28June,2002",,"$7,500,000","60%or$4,500,000",P*-3.0or2.375%,30Years(360Phase),"$41,998/Month"
0,Price(HK$)20.8M,,"1,024","1,300",79%,3room(s),West,,RoofTop,20/05/2019,,,,,,,"$20,800,000","50%or$10,400,000",P*-3.0or2.375%,30Years(360Phase),"$97,062/Month"
0,Price(HK$)7M,,450,612,74%,2room(s),,,,15/05/2019, 100 YEUNG UK ROAD,4, Nearby Kindergarten TSUEN WAN; Primary 62; Secondary TSUEN WAN,"1,624Units","10June,2005",Clubhouse,"$7,000,000","60%or$4,200,000",P*-3.0or2.375%,30Years(360Phase),"$39,198/Month"
0,Price(HK$)7.5M,,464,647,72%,1room(s),Southeast,,,18/05/2019, 100 YEUNG UK ROAD,4, Nearby Kindergarten TSUEN WAN; Primary 62; Secondary TSUEN WAN,"1,624Units","10June,2005",Clubhouse,"$7,500,000","60%or$4,500,000",P*-3.0or2.375%,30Years(360Phase),"$41,998/Month"
0,Price(HK$)12M,,644,873,74%,5room(s),Northwest,Bright&OpenView,,20/05/2019, 100 YEUNG UK ROAD,4, Nearby Kindergarten TSUEN WAN; Primary 62; Secondary TSUEN WAN,"1,624Units","10June,2005",Clubhouse,"$12,000,000","50%or$6,000,000",P*-3.0or2.375%,30Years(360Phase),"$55,997/Month"
0,Price(HK$)7.5M,,475,652,73%,2room(s),North,SeaView,,18/05/2019, 100 YEUNG UK ROAD,4, Nearby Kindergarten TSUEN WAN; Primary 62; Secondary TSUEN WAN,"1,624Units","10June,2005",Clubhouse,"$7,500,000","60%or$4,500,000",P*-3.0or2.375%,30Years(360Phase),"$41,998/Month"
0,Price(HK$)19.8M,,"1,217",,,4room(s),Northeast,"Bright&OpenView,FountainView",,19/05/2019, 21 FO CHUN ROAD,"Total21,9Towers,5Lowise,5House", Nearby Kindergarten TAI PO; Primary 84; Secondary TAI PO,545Units,"10June,2015",,"$19,800,000","50%or$9,900,000",P*-3.0or2.375%,30Years(360Phase),"$92,395/Month"
0,Price(HK$)7.78M,,464,652,71%,1room(s),,,,18/05/2019, 100 YEUNG UK ROAD,4, Nearby Kindergarten TSUEN WAN; Primary 62; Secondary TSUEN WAN,"1,624Units","10June,2005",Clubhouse,"$7,780,000","60%or$4,668,000",P*-3.0or2.375%,30Years(360Phase),"$43,566/Month"
